Accel X,Accel Y,Accel Z,Mag X,Mag Y,Mag Z,Gyro X,Gyro Y,Gyro Z,Pressure,Temperature,Altitude,GPS Lat,GPS Long,Time
-0.04,-0.59,9.92,-31.64,-39.55,61.53,-0.11,-0.07,-0.25,1007.42,35.8,48.65,1.34773
,103.68864
,6:11:16
-0.2,-0.9,9.53,-31.27,-39,61.73,0.08,0.01,0.07,1007.37,35.8,49.07,1.34773
,103.68864
,6:11:16
-0.04,-0.67,9.61,-31,-40.27,61.43,0,-0.03,-0.01,1007.37,35.8,49.07,1.34773
,103.68864
,6:11:17
-0.12,-0.51,9.57,-30.73,-40.09,61.22,0,-0.04,-0.01,1007.38,35.8,48.99,1.34773
,103.68864
,6:11:17
0.04,-0.59,9.61,-30.82,-40.45,61.43,0,-0.03,0,1007.51,35.9,47.9,1.34774
,103.68863
,6:11:18
0.08,-0.43,9.61,-31,-38.64,62.35,0,-0.03,-0.01,1007.39,35.9,48.91,null,null,0:0:0
0.12,-0.43,9.53,-31.27,-38.73,62.24,0,-0.04,-0.01,1007.31,35.9,49.57,1.34773
,103.68865
,6:11:27
0.16,-0.35,9.65,-31.27,-38.73,62.24,0,-0.03,-0.01,1007.39,35.9,48.91,1.34773
,103.68865
,6:11:27
0.16,-0.39,9.65,-31.27,-38.55,62.35,0,-0.03,-0.01,1007.38,35.9,48.99,1.34773
,103.68865
,6:11:27
0.08,-0.43,9.61,-31,-38.55,62.24,0,-0.04,-0.01,1007.38,36,48.99,1.34773
,103.68865
,6:11:28
0.08,-0.39,9.57,-30.91,-38.55,62.24,0,-0.03,0,1007.43,36,48.57,1.34773
,103.68865
,6:11:28
0.12,-0.35,9.61,-31.18,-38.55,62.14,0,-0.04,-0.01,1007.44,36,48.49,1.34773
,103.68865
,6:11:29
0.16,-0.43,9.57,-31.18,-38.64,62.24,0,-0.04,-0.01,1007.42,36,48.65,1.34773
,103.68865
,6:11:29
0.08,-0.47,9.61,-31,-38.64,62.24,0,-0.03,-0.01,1007.38,36,48.99,1.34774
,103.68865
,6:11:30
0.12,-0.43,9.57,-31.09,-38.64,62.24,0,-0.03,-0.01,1007.43,36,48.57,1.34774
,103.68865
,6:11:30
0.12,-0.39,9.57,-31,-38.64,62.24,0,-0.03,-0.01,1007.4,36,48.82,1.34774
,103.68865
,6:11:30
0.16,-0.39,9.57,-31.09,-38.73,62.24,0,-0.04,0,1007.46,36,48.32,1.34774
,103.68864
,6:11:31
0.12,-0.35,9.53,-31.18,-38.64,62.45,0,-0.03,0,1007.43,36,48.57,1.34774
,103.68864
,6:11:31
0.04,-0.43,9.49,-31.18,-38.64,62.04,0,-0.04,0,1007.4,35.9,48.82,1.34774
,103.68864
,6:11:32
0.12,-0.35,9.57,-31,-38.45,62.45,0,-0.03,0,1007.41,35.9,48.74,1.34774
,103.68864
,6:11:32
0.12,-0.35,9.61,-30.82,-38.73,61.84,0,-0.04,-0.01,1007.43,35.9,48.57,1.34772
,103.68862
,6:11:35
