Accel X,Accel Y,Accel Z,Mag X,Mag Y,Mag Z,Gyro X,Gyro Y,Gyro Z,Pressure,Temperature,Altitude,GPS Lat,GPS Long,Time
-9.61,-0.67,0.75,1.45,-24.91,94.39,1.23,-0.32,-0.06,1007.86,33.9,44.97,1.34783
,103.68873
,6:4:47
-10.24,-1.37,2.16,3.27,-13.73,95,1.41,-0.52,-0.12,1007.8,33.9,45.48,1.34783
,103.68873
,6:4:47
-7.77,-0.63,2.98,9.45,-3.27,92.55,-0.97,0.5,1,1007.79,33.9,45.56,1.34783
,103.68873
,6:4:47
-6.75,0.39,2.71,18.82,-11.09,92.76,-0.4,0.43,0.04,1007.66,33.9,46.65,1.34782
,103.68873
,6:4:49
-8.36,-1.57,8.75,21.18,-14.45,92.24,0.11,-1.38,0.28,1007.7,33.8,46.31,1.34782
,103.68873
,6:4:49
-4.43,0.98,4.35,27.45,-18.91,89.39,-0.62,0.63,0.07,1007.6,33.8,47.15,1.34782
,103.68873
,6:4:49
-6.9,2.35,5.96,22.73,-11.45,90.82,1.79,-0.53,-1.15,1007.67,33.8,46.56,1.34782
,103.68873
,6:4:50
-6.86,1.8,7.69,24.09,5.82,83.16,1.55,-2.19,-0.78,1007.57,33.7,47.4,1.34782
,103.68873
,6:4:50
-0.59,0.31,8.79,14.45,22.36,65.31,-0.33,-0.17,0.19,1007.68,33.9,46.48,1.34780
,103.68873
,6:4:56
-0.59,0.31,8.79,14.45,22.36,65.31,-0.33,-0.17,0.19,1007.68,33.9,46.48,48.32
,1.34779
,103.68874
2,-1.92,8.75,25.82,17.09,67.55,0.28,0.31,0.92,1007.51,33.8,47.9,1.34779
,103.68874
,6:5:0
2.98,-0.86,8.55,42.27,4.36,52.24,-0.01,0.35,-0.86,1007.59,33.9,47.23,1.34779
,103.68874
,6:5:1
-0.51,-0.51,9.06,40.27,5.18,62.45,0.33,0.15,0.6,1007.91,33.9,44.56,1.34779
,103.68874
,6:5:2
0.24,-0.71,9.73,22.91,-56,56.84,0.07,-0.94,1.11,1007.85,34,45.06,1.34779
,103.68874
,6:5:6
-1.22,-1.92,8.75,17.36,-58.45,55.92,0.42,0.41,0.38,1007.79,34,45.56,1.34779
,103.68874
,6:5:6
-0.08,-1.53,9.06,44.73,-33.73,55.41,-1.11,0.22,-1.67,1007.89,34,44.72,1.34779
,103.68874
,6:5:7
0.31,-3.14,10.87,47.64,-21.55,54.9,-0.91,-0.19,-4.71,1007.86,33.9,44.97,1.34779
,103.68874
,6:5:8
0.71,0.24,9.96,40.55,-39.55,58.78,-0.71,0.25,-0.03,1008.14,34.1,42.63,1.34780
,103.68875
,6:5:14
-0.59,-9.96,5.41,0.55,-46.64,20.31,1.31,0.28,0.65,1007.44,33.7,48.49,1.34780
,103.68875
,6:5:24
-1.22,-10.12,5.33,1.09,-48.18,21.73,0.41,-0.51,0.66,1007.51,33.8,47.9,1.34780
,103.68875
,6:5:24
-1.1,-10.43,3.37,13.55,-45.27,20.71,0.11,0.04,-0.46,1007.93,33.8,44.39,1.34780
,103.68875
,6:5:26
-1.29,-8.2,4.31,15.82,-43.73,20.31,0.01,0.14,-0.06,1007.68,33.8,46.48,1.34780
,103.68875
,6:5:26
0,-8.71,3.61,17.27,-42.91,20,-0.13,-0.15,-0.19,1007.59,33.7,47.23,1.34779
,103.68875
,6:5:27
0.35,-8.36,4.24,15.55,-43,19.39,-0.09,-0.15,-0.02,1007.45,33.6,48.4,1.34779
,103.68875
,6:5:29
0.08,-8.75,4.2,15,-45.45,21.63,-0.19,0.01,-0.12,1007,33.4,52.17,1.34779
,103.68875
,6:5:30
0.59,-9.06,4.43,17.27,-43.18,20,-0.03,-0.1,-0.03,1007.39,33.6,48.91,1.34779
,103.68875
,6:5:31
0.63,-9.3,3.77,17,-42.64,19.59,-0.15,-0.18,-0.09,1007.6,33.6,47.15,1.34779
,103.68875
,6:5:31
-1.49,-7.41,5.77,8.73,-50.55,25.41,-0.23,0.06,-0.12,1007.33,33.6,49.41,1.34779
,103.68874
,6:5:33
-1.49,-8.67,5.3,9.73,-49,23.98,0.02,-0.11,-0.08,1007.22,33.5,50.33,1.34779
,103.68874
,6:5:33
-2,-8.24,4.51,13.73,-48.45,24.18,-0.43,0.04,-0.14,1007.12,33.4,51.16,1.34779
,103.68874
,6:5:34
-0.67,-8.94,4.28,15.73,-45.27,21.22,-0.4,-0.14,-0.12,1007.29,33.5,49.74,1.34779
,103.68874
,6:5:34
0.12,-9.06,3.33,15.36,-42.82,18.88,-0.22,-0.14,-0.17,1007.21,33.5,50.41,1.34779
,103.68874
,6:5:34
0.39,-9.81,4.12,15.73,-43.27,19.08,0.1,-0.14,-0.04,1007.42,33.6,48.65,1.34779
,103.68874
,6:5:35
0.27,-8.87,3.88,15.82,-43.82,19.69,0.02,-0.12,-0.08,1007.3,33.6,49.66,1.34779
,103.68874
,6:5:35
0.51,-9.89,3.61,16.82,-43.73,20.31,0.01,-0.09,-0.09,1007.26,33.6,49.99,1.34779
,103.68874
,6:5:35
0.78,-8.79,4.31,18.27,-42.73,20.31,0.03,0.06,0.02,1007.53,33.7,47.73,1.34779
,103.68875
,6:5:36
0.08,-9.3,3.8,18.36,-42.82,20.41,-0.02,-0.01,0,1007.41,33.6,48.74,1.34779
