Accel X,Accel Y,Accel Z,Mag X,Mag Y,Mag Z,Gyro X,Gyro Y,Gyro Z,Pressure,Temperature,Altitude,GPS Lat,GPS Long,Time
-7.22,-2.28,-6.51,-22.36,18,50.71,0.03,-0.06,-0.01,1007.49,34.7,48.07,1.34784
,103.68872
,6:22:50
-7.1,-2.35,-6.39,-22.27,17.82,51.02,0,-0.02,-0.05,1007.56,34.7,47.48,1.34784
,103.68872
,6:22:51
-7.34,-2.31,-6.55,-22.45,17.82,50.71,0.03,-0.05,-0.01,1007.56,34.7,47.48,1.34784
,103.68872
,6:22:51
-7.18,-2.51,-6.43,-22.27,18.09,50.82,-0.08,-0.05,0.06,1007.49,34.7,48.07,1.34784
,103.68872
,6:22:51
-7.3,-2.35,-6.39,-22.09,18.18,50.71,0.01,-0.06,0.02,1007.53,34.7,47.73,1.34784
,103.68872
,6:22:52
-7.1,-2.04,-6.59,-22.18,18,51.02,0.05,-0.05,-0.04,1007.47,34.7,48.23,1.34784
,103.68872
,6:22:52
-7.18,-2.24,-6.51,-22.18,18.55,50.92,0.02,-0.05,-0.01,1007.51,34.7,47.9,1.34784
,103.68872
,6:22:52
-7.3,-2.39,-6.43,-22,18.09,51.22,0.01,-0.05,0.02,1007.54,34.7,47.65,1.34784
,103.68872
,6:22:53
-7.37,-2.24,-6.39,-22,18.09,51.02,0.02,-0.03,-0.03,1007.5,34.7,47.98,1.34784
,103.68872
,6:22:53
-7.3,-2.31,-6.35,-21.91,18.27,51.33,0.02,-0.04,-0.02,1007.57,34.7,47.4,1.34784
,103.68872
,6:22:53
-7.26,-2.39,-6.32,-21.91,18.45,51.12,0.03,-0.04,-0.02,1007.55,34.7,47.57,1.34784
,103.68872
,6:22:54
-7.3,-2.16,-6.55,-22.09,18.45,50.92,0.01,-0.04,-0.02,1007.56,34.6,47.48,1.34784
,103.68872
,6:22:54
-7.69,-2.35,-6.28,-21.82,18.27,51.43,-0.12,0,0.03,1007.57,34.6,47.4,1.34784
,103.68872
,6:22:55
-7.3,-2,-6.35,-21.73,18.45,51.94,-0.01,-0.05,0.01,1007.58,34.7,47.32,1.34784
,103.68872
,6:22:55
-7.61,-2.35,-5.49,-21,19.18,52.35,-0.05,-0.06,0.06,1007.6,34.7,47.15,1.34784
,103.68872
,6:22:55
-7.81,-1.84,-5.69,-19.82,20.09,51.73,0.07,-0.17,0.02,1007.56,34.7,47.48,1.34784
,103.68872
,6:22:56
-7.65,-1.77,-6.24,-19.55,20,51.94,-0.08,0,0.05,1007.53,34.7,47.73,1.34784
,103.68872
,6:22:56
-7.49,-1.73,-6.24,-19.55,20.55,51.33,0.05,-0.05,0,1007.61,34.7,47.06,1.34784
,103.68872
,6:22:56
-7.77,-1.61,-5.02,-20.55,19.36,48.06,0.83,2.44,-0.27,1007.54,34.7,47.65,1.34784
,103.68872
,6:22:57
0.98,-1.26,-13.57,-17.73,18.91,38.47,0.24,-1.21,0.71,1007.78,34.8,45.64,1.34784
,103.68872
,6:22:57
-1.18,-2.12,-10.24,-15.55,18.64,35.82,-0.33,-0.64,1.07,1007.64,34.7,46.81,1.34784
,103.68872
,6:22:57
-2,-2.2,-10,-15.45,18.64,36.02,0.22,-0.33,-0.15,1007.63,34.7,46.9,1.34784
,103.68872
,6:22:58
-2.67,-2.67,-9.45,-17.91,17.82,36.53,-0.07,-0.17,0.09,1007.58,34.7,47.32,1.34784
,103.68872
,6:22:58
-3.18,-2.43,-9.34,-17.55,18.27,37.65,0.02,-0.1,0.03,1007.58,34.7,47.32,1.34784
,103.68872
,6:22:58
-4.04,-2.55,-8.87,-18.36,18.36,39.59,0.21,-0.4,0.27,1007.56,34.7,47.48,1.34784
,103.68871
,6:22:59
-5.77,-2.82,-7.22,-17.73,20.27,42.35,-0.01,-0.14,-0.04,1007.56,34.7,47.48,1.34784
,103.68871
,6:22:59
-6.12,-2.16,-7.69,-17.36,21.18,43.57,0.05,-0.22,-0.05,1007.57,34.7,47.4,1.34784
,103.68871
,6:22:59
-6.51,-2.39,-7.37,-17.55,20.91,43.98,-0.01,-0.01,0.02,1007.57,34.7,47.4,1.34784
,103.68871
,6:23:0
-6.35,-2.47,-7.41,-17.73,21,44.08,-0.07,0,0,1007.55,34.7,47.57,1.34784
,103.68871
,6:23:0
-6.24,-2.59,-7.26,-17.82,21.18,43.88,-0.02,-0.01,0.01,1007.5,34.7,47.98,1.34784
,103.68871
,6:23:0
-6.39,-2.47,-7.26,-17.64,21.09,43.78,-0.01,-0.03,0,1007.52,34.7,47.82,1.34784
,103.68871
,6:23:1
-6.28,-2.47,-7.37,-17.55,20.82,43.98,0,-0.03,-0.02,1007.54,34.7,47.65,1.34784
,103.68871
,6:23:1
-6.35,-2.31,-7.34,-17.45,20.91,43.88,-0.04,-0.03,0.06,1007.59,34.7,47.23,1.34784
,103.68871
,6:23:2
-6.35,-2.43,-7.3,-17.73,21,43.78,0.02,-0.03,-0.03,1007.54,34.7,47.65,1.34784
,103.68871
,6:23:2
-6.24,-2.39,-7.3,-17.82,21.18,43.98,0.04,-0.06,-0.02,1007.51,34.7,47.9,1.34784
,103.68871
,6:23:2
-6.12,-2.55,-7.26,-17.73,21.18,43.88,0.02,-0.02,-0.07,1007.53,34.7,47.73,1.34784
,103.68871
,6:23:3
-6.28,-2.47,-7.49,-17.55,21.18,43.98,-0.01,-0.06,0.06,1007.52,34.7,47.82,1.34784
,103.68871
,6:23:3
-6.28,-2.39,-7.45,-17.73,21.09,44.18,0.01,-0.06,0.03,1007.6,34.7,47.15,1.34784
,103.68871
,6:23:3
-6.39,-2.31,-7.37,-17.55,21,44.08,0,-0.06,0.05,1007.47,34.7,48.23,1.34784
,103.68871
,6:23:4
-6.39,-2.39,-7.26,-17.91,21.18,43.57,-0.01,-0.03,0,1007.54,34.7,47.65,1.34784
,103.68871
,6:23:4
-6.39,-2.51,-7.26,-17.82,21,43.98,-0.01,-0.07,0.04,1007.51,34.7,47.9,1.34784
,103.68871
,6:23:4
-6.32,-2.47,-7.3,-18,20.91,43.67,0.01,-0.04,-0.01,1007.58,34.7,47.32,1.34784
,103.68871
,6:23:5
-6.28,-2.51,-7.41,-17.73,21.09,43.98,-0.03,-0.04,0.05,1007.52,34.7,47.82,1.34784
,103.68871
,6:23:5
-6.32,-2.39,-7.34,-17.73,21,44.18,-0.02,-0.03,0,1007.49,34.7,48.07,1.34784
,103.68871
,6:23:5
-6.28,-2.47,-7.34,-17.82,21.18,43.98,0.01,-0.03,-0.02,1007.57,34.7,47.4,1.34784
,103.68871
,6:23:6
-6.24,-2.24,-7.26,-17.64,20.91,44.29,0.02,-0.04,-0.01,1007.52,34.7,47.82,1.34784
,103.68871
,6:23:6
-6.28,-2.39,-7.18,-17.55,21.09,43.98,-0.02,0.04,-0.07,1007.46,34.7,48.32,1.34784
,103.68871
,6:23:6
-6.35,-2.24,-7.34,-17.73,20.91,44.29,0.04,-0.05,-0.06,1007.48,34.7,48.15,1.34784
,103.68871
,6:23:7
-6.59,-2.35,-7.02,-17.55,21.09,43.98,0.04,-0.05,-0.09,1007.52,34.7,47.82,1.34784
,103.68871
,6:23:7
-6.24,-2.47,-7.34,-17.55,21.18,43.98,-0.05,0.01,0.04,1007.59,34.8,47.23,1.34784
,103.68871
,6:23:7
-6.35,-2.31,-7.26,-17.73,21,44.08,-0.03,-0.04,0.02,1007.52,34.8,47.82,1.34784
,103.68871
,6:23:8
-6.32,-2.28,-7.3,-17.55,21.09,44.39,-0.04,-0.04,0.05,1007.5,34.8,47.98,1.34784
,103.68871
,6:23:8
-6.47,-2.2,-7.41,-17.45,21.18,44.18,-0.01,-0.07,-0.02,1007.54,34.8,47.65,1.34784
,103.68871
,6:23:8
-6.2,-2.28,-7.26,-17.55,21.27,44.29,-0.02,-0.04,0.02,1007.56,34.8,47.48,1.34784
,103.68871
,6:23:9
-6.28,-2.39,-7.26,-17.73,21.09,43.98,-0.05,-0.03,0.01,1007.6,34.8,47.15,1.34784
,103.68871
,6:23:9
-6.28,-2.43,-7.34,-17.82,21.09,44.18,0.02,-0.05,0,1007.58,34.8,47.32,1.34784
,103.68871
,6:23:10
-6.43,-2.31,-7.3,-17.73,20.91,44.18,0.01,-0.02,-0.04,1007.53,34.8,47.73,1.34784
