Accel X,Accel Y,Accel Z,Mag X,Mag Y,Mag Z,Gyro X,Gyro Y,Gyro Z,Pressure,Temperature,Altitude,GPS Lat,GPS Long,Time
8.7,7.2,0.8,5.9,1.6,9.3,0.97,0.21,0.67,1003.41,23,145,1.3553794,103.8677444,7:21:19 PM
6.9,2.5,5.5,3.6,19.3,19.2,0.05,1.00,0.28,1003.41,24,148,1.3553794,103.8677444,7:21:20 PM
3,0.2,9.5,12.1,2.2,10.8,0.58,0.16,0.67,1003.41,25,112,1.3553794,103.8677444,7:21:21 PM
5.5,4.9,9.1,5.8,17.5,11.2,0.80,0.64,0.50,1003.41,28,65,1.3553794,103.8677444,7:21:22 PM
4.4,6,6.4,15.8,4,13.2,0.91,0.64,0.41,1003.41,20,199,1.3553794,103.8677444,7:21:23 PM
5.8,9.7,7.7,19.5,10.6,1.6,0.45,0.79,0.56,1003.41,23,111,1.3553794,103.8677444,7:21:24 PM
5.2,1.2,5,1.3,12.9,14.1,0.72,0.06,0.94,1003.41,26,168,1.3553794,103.8677444,7:21:25 PM
0.8,8.8,3,2.3,14.8,5.3,0.05,0.53,0.07,1003.41,21,127,1.3553794,103.8677444,7:21:26 PM
0.4,2.7,3.8,9.9,3.3,4.8,0.11,0.29,0.52,1003.41,29,67,1.3553794,103.8677444,7:21:27 PM
0.3,1.5,1.8,15.3,0.4,10.6,0.70,0.68,0.06,1003.41,22,194,1.3553794,103.8677444,7:21:28 PM
0.5,3.8,5.4,16.5,5.5,1.2,0.02,0.66,0.24,1003.41,22,139,1.3553794,103.8677444,7:21:29 PM
3.6,3.7,9.9,12.7,9,10.4,0.49,0.92,0.93,1003.41,27,168,1.3553794,103.8677444,7:21:30 PM
2.1,0.8,5.3,18.6,12.5,2.3,0.24,0.13,0.38,1003.41,22,174,1.3553794,103.8677444,7:21:31 PM
9.1,8.9,1.7,4.2,14.7,18.1,0.31,0.69,0.30,1003.41,23,166,1.3553794,103.8677444,7:21:32 PM
4.5,8,0.3,7.6,2.1,13,0.45,0.15,0.76,1003.41,26,77,1.3553794,103.8677444,7:21:33 PM
9.9,7.1,8,14.1,0.2,2.4,0.00,0.04,0.58,1003.41,25,73,1.3553794,103.8677444,7:21:34 PM
7.9,2.1,1.5,10.6,12.3,1.9,0.68,0.58,0.25,1003.41,24,146,1.3553794,103.8677444,7:21:35 PM
